image,output,flag,username,timestamp
D:\Acloth\outfit-transformer-main\flagged\image\7fa3318360251632d5e3c87ab71ec3f1f81a6286\tmp3_3yr66l.jpg,Error: Invalid input type.,,,2025-03-13 14:22:06.119462
